,time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum
3844,2010-10-02,22.7,6.0,14.8,0.0
3845,2010-10-03,23.4,5.5,15.6,0.0
3846,2010-10-04,24.8,9.1,17.8,0.0
3847,2010-10-05,25.6,11.6,18.8,0.0
3848,2010-10-06,25.5,11.1,18.6,0.0
3849,2010-10-07,25.6,7.1,17.8,0.0
3850,2010-10-08,15.0,3.1,9.7,0.0
3851,2010-10-09,12.9,-2.3,6.0,0.0
3852,2010-10-10,12.2,-2.9,5.4,0.0
3853,2010-10-11,14.8,-3.3,7.4,0.0
3854,2010-10-12,16.1,-0.8,10.1,0.0
3855,2010-10-13,17.4,2.6,10.9,0.0
3856,2010-10-14,18.3,1.9,11.2,0.0
3857,2010-10-15,18.7,2.3,11.8,0.0
3858,2010-10-16,19.2,5.0,12.6,0.4
3859,2010-10-17,17.9,1.1,10.6,0.0
3860,2010-10-18,18.8,1.0,11.2,0.0
3861,2010-10-19,21.2,3.7,13.2,0.0
3862,2010-10-20,20.2,4.7,12.7,0.0
3863,2010-10-21,20.5,4.2,13.5,0.0
3864,2010-10-22,16.0,4.4,9.7,0.0
3865,2010-10-23,8.8,2.5,6.0,0.0
3866,2010-10-24,10.4,1.0,5.3,1.1
3867,2010-10-25,6.8,-4.0,2.2,0.4
3868,2010-10-26,8.7,-4.2,2.8,0.0
3869,2010-10-27,9.0,-3.8,3.3,0.0
3870,2010-10-28,9.8,-3.8,3.5,0.0
3871,2010-10-29,11.1,-3.2,4.3,0.0
3872,2010-10-30,11.9,-3.8,5.3,0.0
3873,2010-10-31,10.1,-2.8,4.0,0.0
3874,2010-11-01,11.2,-3.3,4.1,0.0
3875,2010-11-02,12.1,-3.3,4.7,0.0
3876,2010-11-03,12.8,-2.6,5.2,0.0
3877,2010-11-04,13.3,-2.8,5.3,0.0
3878,2010-11-05,8.7,-5.0,1.9,0.4
3879,2010-11-06,9.1,-5.3,2.2,0.0
3880,2010-11-07,9.6,-6.8,3.0,0.0
3881,2010-11-08,10.7,-3.1,3.7,0.0
3882,2010-11-09,11.6,-3.3,4.9,0.0
3883,2010-11-10,9.2,-3.4,3.1,0.0
3884,2010-11-11,11.7,-4.1,4.1,0.0
3885,2010-11-12,9.9,-3.7,3.5,0.0
3886,2010-11-13,8.7,-6.7,0.9,0.0
3887,2010-11-14,9.9,-8.0,1.2,0.0
3888,2010-11-15,10.3,-6.3,2.1,0.0
3889,2010-11-16,9.4,-4.5,2.4,0.0
3890,2010-11-17,5.6,-4.1,0.4,0.4
3891,2010-11-18,10.7,-4.9,2.6,0.0
3892,2010-11-19,10.0,-5.2,2.7,0.0
3893,2010-11-20,1.3,-12.9,-4.5,0.3
3894,2010-11-21,2.1,-14.0,-4.8,0.0
3895,2010-11-22,3.5,-9.8,-2.3,0.0
3896,2010-11-23,3.0,-10.9,-4.1,0.0
3897,2010-11-24,3.8,-12.2,-3.0,0.0
3898,2010-11-25,5.2,-9.5,-2.2,0.0
3899,2010-11-26,5.7,-9.9,-2.3,0.0
3900,2010-11-27,6.0,-9.1,-1.9,0.0
3901,2010-11-28,5.7,-8.3,-1.4,0.0
3902,2010-11-29,5.4,-6.8,-1.6,0.0
3903,2010-11-30,7.2,-6.6,-0.5,0.0
3904,2010-12-01,2.5,-9.0,-3.3,0.0
3905,2010-12-02,5.3,-10.1,-0.9,0.0
3906,2010-12-03,8.4,-5.1,0.6,0.0
3907,2010-12-04,0.8,-10.3,-4.9,1.1
3908,2010-12-05,-2.8,-12.1,-7.8,0.0
3909,2010-12-06,-2.4,-14.1,-8.5,0.0
3910,2010-12-07,-0.7,-13.7,-7.8,0.0
3911,2010-12-08,-1.3,-13.5,-7.7,0.0
3912,2010-12-09,-0.3,-12.7,-7.0,0.0
3913,2010-12-10,0.0,-13.0,-6.4,0.0
3914,2010-12-11,1.3,-11.6,-5.6,0.0
3915,2010-12-12,-3.3,-13.8,-8.9,0.0
3916,2010-12-13,-5.4,-17.9,-11.1,0.0
3917,2010-12-14,-7.2,-19.8,-14.0,0.0
3918,2010-12-15,-8.1,-20.4,-14.9,0.0
3919,2010-12-16,-5.7,-20.9,-12.7,0.0
3920,2010-12-17,-5.1,-17.8,-11.6,0.0
3921,2010-12-18,-2.3,-15.3,-9.5,0.0
3922,2010-12-19,-1.9,-15.2,-8.1,0.0
3923,2010-12-20,-0.5,-11.5,-6.6,0.0
3924,2010-12-21,-1.5,-11.5,-6.0,0.0
3925,2010-12-22,-0.2,-13.1,-6.8,0.0
3926,2010-12-23,0.0,-14.0,-6.0,1.1
3927,2010-12-24,-3.5,-13.0,-7.8,1.6
3928,2010-12-25,-1.5,-13.5,-7.9,0.0
3929,2010-12-26,-4.9,-15.5,-10.1,0.0
3930,2010-12-27,-2.9,-15.6,-8.8,0.0
3931,2010-12-28,-7.7,-19.5,-12.8,0.0
3932,2010-12-29,-7.5,-21.1,-14.3,0.0
3933,2010-12-30,-4.9,-19.8,-11.0,0.0
3934,2010-12-31,-6.0,-17.2,-11.0,0.0
3935,2011-01-01,-5.6,-17.5,-12.2,0.0
3936,2011-01-02,-8.9,-23.2,-15.9,0.0
3937,2011-01-03,-11.9,-24.8,-17.8,0.0
3938,2011-01-04,-9.9,-21.9,-16.1,0.0
3939,2011-01-05,-8.0,-18.9,-13.3,0.0
3940,2011-01-06,-9.9,-21.3,-15.3,0.0
3941,2011-01-07,-11.2,-22.8,-17.2,0.0
3942,2011-01-08,-8.6,-22.6,-16.1,0.0
3943,2011-01-09,-11.9,-22.4,-16.6,0.0
3944,2011-01-10,-10.4,-23.0,-16.4,0.0
3945,2011-01-11,-10.1,-23.3,-16.3,0.0
3946,2011-01-12,-8.2,-20.7,-14.8,0.0
3947,2011-01-13,-8.2,-23.0,-15.2,0.0
3948,2011-01-14,-7.4,-23.0,-15.7,0.0
3949,2011-01-15,-9.3,-24.7,-17.3,0.0
3950,2011-01-16,-9.6,-25.4,-17.0,0.0
3951,2011-01-17,-8.2,-22.4,-14.3,0.0
3952,2011-01-18,-8.4,-19.7,-13.1,0.0
3953,2011-01-19,-8.4,-19.9,-13.6,0.0
3954,2011-01-20,-7.2,-20.5,-12.8,0.0
3955,2011-01-21,-7.0,-20.6,-14.0,0.0
3956,2011-01-22,-5.4,-22.4,-12.9,0.0
3957,2011-01-23,-5.2,-18.5,-11.8,0.0
3958,2011-01-24,-5.0,-19.1,-11.2,0.0
3959,2011-01-25,-3.9,-18.2,-10.0,0.0
3960,2011-01-26,-5.5,-17.7,-11.6,0.0
3961,2011-01-27,-7.5,-21.0,-14.1,0.0
3962,2011-01-28,-5.1,-21.5,-13.2,0.0
3963,2011-01-29,-6.1,-22.3,-13.2,0.0
3964,2011-01-30,-5.7,-20.2,-12.5,0.0
3965,2011-01-31,-3.2,-20.2,-9.5,0.0
3966,2011-02-01,-0.9,-15.5,-7.8,0.0
3967,2011-02-02,0.2,-15.2,-6.5,0.0
3968,2011-02-03,3.3,-13.3,-3.5,0.0
3969,2011-02-04,3.8,-9.2,-2.1,0.0
3970,2011-02-05,9.0,-9.5,0.2,0.0
3971,2011-02-06,4.8,-7.4,-1.0,0.0
3972,2011-02-07,7.7,-9.2,1.1,0.0
3973,2011-02-08,4.5,-4.5,0.1,0.0
3974,2011-02-09,3.7,-7.3,-2.0,0.0
3975,2011-02-10,7.3,-6.8,0.7,0.0
3976,2011-02-11,2.9,-10.7,-3.2,0.0
3977,2011-02-12,5.5,-11.7,-1.8,0.0
3978,2011-02-13,8.3,-7.1,0.3,0.0
3979,2011-02-14,5.0,-8.1,-1.2,0.0
3980,2011-02-15,5.0,-9.5,-1.5,0.0
3981,2011-02-16,7.4,-10.9,-0.7,0.0
3982,2011-02-17,6.3,-8.7,-0.5,0.0
3983,2011-02-18,8.0,-7.9,1.5,0.0
3984,2011-02-19,9.3,-6.9,2.1,0.0
3985,2011-02-20,10.5,-8.4,2.1,0.0
3986,2011-02-21,8.4,-7.1,0.3,0.0
3987,2011-02-22,9.0,-7.8,1.6,0.0
3988,2011-02-23,10.5,-5.7,3.2,0.0
3989,2011-02-24,13.2,-3.5,3.4,0.0
3990,2011-02-25,5.1,-4.9,-0.1,0.0
3991,2011-02-26,4.0,-9.7,-2.9,0.0
3992,2011-02-27,-0.6,-14.1,-6.2,0.0
3993,2011-02-28,0.3,-13.9,-6.2,0.0
3994,2011-03-01,3.7,-15.4,-4.3,0.0
3995,2011-03-02,6.2,-12.9,-1.3,0.0
3996,2011-03-03,4.5,-8.7,-1.1,0.0
3997,2011-03-04,6.4,-9.7,0.2,0.0
3998,2011-03-05,8.0,-7.3,1.9,0.0
3999,2011-03-06,9.7,-6.1,3.5,0.0
4000,2011-03-07,10.6,-4.4,5.2,0.0
4001,2011-03-08,10.3,-2.7,4.4,0.0
4002,2011-03-09,9.9,-3.4,4.4,0.0
4003,2011-03-10,12.4,-0.7,6.5,0.0
4004,2011-03-11,14.8,1.0,8.8,0.0
4005,2011-03-12,8.0,-6.1,0.1,2.6
4006,2011-03-13,-0.9,-10.9,-5.2,1.0
4007,2011-03-14,2.4,-11.4,-3.0,0.0
4008,2011-03-15,8.0,-9.0,2.0,0.0
4009,2011-03-16,7.9,-5.6,0.2,0.6
4010,2011-03-17,1.7,-8.8,-3.8,1.3
4011,2011-03-18,4.9,-11.3,-1.1,0.0
4012,2011-03-19,2.5,-10.3,-3.4,0.0
4013,2011-03-20,-0.4,-12.8,-6.3,0.0
4014,2011-03-21,-0.4,-13.4,-5.7,0.0
4015,2011-03-22,3.7,-12.9,-3.0,0.0
4016,2011-03-23,5.4,-10.7,-1.4,0.0
4017,2011-03-24,7.4,-11.1,1.1,0.0
4018,2011-03-25,10.7,-6.5,3.5,0.0
4019,2011-03-26,14.1,-5.6,6.1,0.0
4020,2011-03-27,17.0,-4.5,9.6,0.0
4021,2011-03-28,20.3,2.9,12.4,0.0
4022,2011-03-29,19.3,2.1,11.1,0.0
4023,2011-03-30,18.4,2.5,11.8,0.0
4024,2011-03-31,17.0,4.8,11.7,0.0
4025,2011-04-01,18.5,4.4,12.7,0.0
4026,2011-04-02,19.6,5.5,13.3,0.0
4027,2011-04-03,19.6,4.0,13.1,0.0
4028,2011-04-04,14.9,-2.4,7.0,0.1
4029,2011-04-05,6.1,-3.7,1.7,0.0
4030,2011-04-06,8.7,-3.9,3.9,0.0
4031,2011-04-07,13.0,-1.3,7.3,0.0
4032,2011-04-08,16.3,1.9,10.7,0.0
4033,2011-04-09,19.0,5.2,12.9,0.0
4034,2011-04-10,21.7,5.6,14.6,0.0
4035,2011-04-11,23.5,5.2,15.9,0.0
4036,2011-04-12,23.7,6.0,16.1,0.0
4037,2011-04-13,24.1,6.0,16.8,0.0
4038,2011-04-14,24.7,5.9,17.4,0.0
4039,2011-04-15,25.5,7.0,18.1,0.0
4040,2011-04-16,25.2,7.0,19.2,0.0
4041,2011-04-17,27.5,10.7,20.3,0.0
4042,2011-04-18,28.3,10.9,20.9,0.0
4043,2011-04-19,22.8,11.0,18.0,0.0
4044,2011-04-20,23.9,10.6,18.4,0.0
4045,2011-04-21,25.4,11.1,19.5,0.0
4046,2011-04-22,26.0,9.6,19.4,0.0
4047,2011-04-23,27.1,9.8,20.5,0.0
4048,2011-04-24,27.5,14.4,21.5,0.0
4049,2011-04-25,26.6,13.5,21.6,0.1
4050,2011-04-26,30.0,13.4,22.9,0.0
4051,2011-04-27,29.3,13.6,22.6,0.0
4052,2011-04-28,28.0,4.8,17.1,0.0
4053,2011-04-29,20.8,5.4,14.5,0.0
4054,2011-04-30,21.3,9.2,16.8,0.0
4055,2011-05-01,22.6,8.5,16.6,0.2
4056,2011-05-02,17.8,6.1,12.6,0.4
4057,2011-05-03,23.6,7.4,16.5,0.0
4058,2011-05-04,24.5,8.9,18.5,0.0
4059,2011-05-05,27.0,12.4,21.5,0.0
4060,2011-05-06,28.6,14.9,22.7,0.0
4061,2011-05-07,27.0,10.2,19.4,2.0
4062,2011-05-08,21.9,10.6,16.3,0.0
4063,2011-05-09,21.1,7.6,14.4,0.5
4064,2011-05-10,18.2,4.3,12.3,0.0
4065,2011-05-11,21.1,6.1,15.7,0.0
4066,2011-05-12,24.5,10.9,18.6,0.0
4067,2011-05-13,26.3,9.9,19.7,0.0
4068,2011-05-14,26.8,11.3,20.3,0.0
4069,2011-05-15,31.0,14.7,25.0,0.0
4070,2011-05-16,32.6,17.2,25.6,0.0
4071,2011-05-17,32.5,11.7,22.7,0.0
4072,2011-05-18,24.6,12.6,18.9,0.0
4073,2011-05-19,23.2,12.4,18.1,0.0
4074,2011-05-20,24.1,13.3,19.7,0.0
4075,2011-05-21,23.9,12.5,19.1,0.0
4076,2011-05-22,25.7,12.5,20.1,0.0
4077,2011-05-23,23.3,8.9,17.3,0.0
4078,2011-05-24,24.9,9.2,19.0,0.0
4079,2011-05-25,28.8,10.5,22.7,0.0
4080,2011-05-26,30.9,16.3,24.9,0.0
4081,2011-05-27,30.3,15.2,22.7,0.0
4082,2011-05-28,26.0,11.3,19.1,0.0
4083,2011-05-29,26.8,11.1,20.3,0.0
4084,2011-05-30,29.8,13.0,23.6,0.0
4085,2011-05-31,31.2,17.6,25.7,0.0
4086,2011-06-01,32.2,16.8,26.1,0.0
4087,2011-06-02,33.7,18.9,27.7,0.0
4088,2011-06-03,29.9,18.5,25.3,0.0
4089,2011-06-04,28.9,15.5,23.4,0.6
4090,2011-06-05,31.9,17.4,26.3,0.0
4091,2011-06-06,30.3,15.2,24.0,0.0
4092,2011-06-07,29.6,16.0,23.7,0.0
4093,2011-06-08,29.8,16.6,24.1,0.0
4094,2011-06-09,29.6,17.8,24.6,0.0
4095,2011-06-10,30.6,19.0,25.7,0.0
4096,2011-06-11,32.4,17.0,26.7,0.0
4097,2011-06-12,34.3,18.7,27.9,0.0
4098,2011-06-13,37.2,20.6,30.4,0.0
4099,2011-06-14,35.3,22.8,29.6,0.0
4100,2011-06-15,29.9,19.2,24.5,2.6
4101,2011-06-16,21.5,14.7,19.0,2.1
4102,2011-06-17,26.5,16.4,21.5,3.3
4103,2011-06-18,28.0,17.9,24.0,0.2
4104,2011-06-19,22.6,15.6,19.8,5.6
4105,2011-06-20,24.5,14.5,20.3,0.4
4106,2011-06-21,27.6,16.1,22.6,0.0
4107,2011-06-22,32.3,17.9,26.4,0.1
4108,2011-06-23,33.5,19.4,28.3,0.0
4109,2011-06-24,31.7,19.2,26.0,0.0
4110,2011-06-25,32.8,18.5,26.7,0.0
4111,2011-06-26,35.7,21.0,30.0,0.0
4112,2011-06-27,37.1,19.6,28.2,0.0
4113,2011-06-28,30.5,18.3,25.1,0.0
4114,2011-06-29,32.3,18.9,26.6,0.0
4115,2011-06-30,30.5,19.4,25.7,0.0
4116,2011-07-01,33.8,20.9,28.4,0.0
4117,2011-07-02,29.7,18.4,25.3,0.0
4118,2011-07-03,30.8,17.6,25.2,0.0
4119,2011-07-04,29.4,16.2,23.6,0.0
4120,2011-07-05,32.0,16.5,25.6,0.0
4121,2011-07-06,31.1,14.4,24.3,0.0
4122,2011-07-07,32.6,16.2,26.7,0.0
4123,2011-07-08,30.7,17.5,25.3,0.0
4124,2011-07-09,31.5,16.5,25.3,0.0
4125,2011-07-10,32.2,16.8,26.2,0.0
4126,2011-07-11,33.9,17.9,27.1,0.0
4127,2011-07-12,35.9,17.9,28.9,0.0
4128,2011-07-13,37.3,20.4,31.1,0.0
4129,2011-07-14,39.0,23.1,33.0,0.0
4130,2011-07-15,41.8,24.3,34.0,0.0
4131,2011-07-16,41.5,26.5,34.6,0.0
4132,2011-07-17,37.2,22.0,30.4,0.0
4133,2011-07-18,35.9,22.6,29.6,0.0
4134,2011-07-19,38.2,22.7,32.5,0.0
4135,2011-07-20,40.8,27.1,34.9,0.0
4136,2011-07-21,35.5,20.3,29.4,0.0
4137,2011-07-22,34.0,18.6,27.6,0.0
4138,2011-07-23,34.7,19.1,28.3,0.0
4139,2011-07-24,36.1,20.3,29.7,0.0
4140,2011-07-25,36.4,18.9,29.0,0.0
4141,2011-07-26,31.4,20.3,26.5,0.0
4142,2011-07-27,25.2,14.0,21.2,0.0
4143,2011-07-28,28.5,14.3,22.8,0.0
4144,2011-07-29,32.6,15.6,26.3,0.0
4145,2011-07-30,34.7,17.2,27.9,0.0
4146,2011-07-31,36.4,17.7,29.4,0.0
4147,2011-08-01,38.5,20.9,32.2,0.0
4148,2011-08-02,34.3,21.4,28.5,0.0
4149,2011-08-03,33.6,21.6,28.4,0.0
4150,2011-08-04,33.1,17.5,26.7,0.1
4151,2011-08-05,35.4,18.0,28.9,0.0
4152,2011-08-06,37.1,20.7,30.0,0.0
4153,2011-08-07,35.5,18.3,29.1,0.0
4154,2011-08-08,37.9,18.0,31.4,0.0
4155,2011-08-09,37.3,19.2,29.1,0.0
4156,2011-08-10,34.1,19.8,27.9,0.0
4157,2011-08-11,34.9,18.1,28.1,0.0
4158,2011-08-12,30.9,18.3,25.6,0.0
4159,2011-08-13,31.5,20.1,26.1,0.0
4160,2011-08-14,29.7,17.8,25.0,0.0
4161,2011-08-15,29.1,17.9,24.5,0.0
4162,2011-08-16,28.4,18.1,24.9,0.5
4163,2011-08-17,29.9,17.8,24.4,0.5
4164,2011-08-18,31.2,18.3,26.4,0.0
4165,2011-08-19,33.0,20.3,27.4,0.0
4166,2011-08-20,34.4,18.3,28.0,0.0
4167,2011-08-21,34.3,18.7,28.1,0.0
4168,2011-08-22,35.4,14.6,25.2,0.0
4169,2011-08-23,28.7,13.6,21.6,0.0
4170,2011-08-24,31.2,13.9,24.7,0.0
4171,2011-08-25,33.6,16.9,26.9,0.0
4172,2011-08-26,35.0,18.4,28.4,0.0
4173,2011-08-27,37.1,18.3,28.8,0.0
4174,2011-08-28,32.8,18.1,25.0,0.0
4175,2011-08-29,30.5,15.3,24.4,0.0
4176,2011-08-30,30.0,15.0,23.6,0.0
4177,2011-08-31,29.6,16.2,23.7,0.0
4178,2011-09-01,30.1,17.1,24.4,0.0
4179,2011-09-02,26.8,14.5,21.3,0.0
4180,2011-09-03,29.2,14.5,22.9,0.0
4181,2011-09-04,29.9,15.3,23.5,0.0
4182,2011-09-05,29.1,13.0,21.7,0.0
4183,2011-09-06,26.8,12.6,21.0,0.0
4184,2011-09-07,28.9,14.2,22.0,0.0
4185,2011-09-08,25.4,11.0,18.9,0.0
4186,2011-09-09,25.2,10.9,18.9,0.0
4187,2011-09-10,25.6,10.8,19.0,0.0
4188,2011-09-11,29.0,10.9,21.1,0.0
4189,2011-09-12,26.6,12.7,20.2,0.0
4190,2011-09-13,25.5,10.4,18.9,0.0
4191,2011-09-14,23.7,6.2,16.4,0.0
4192,2011-09-15,23.3,5.6,16.0,0.0
4193,2011-09-16,24.1,8.2,17.5,0.0
4194,2011-09-17,22.7,9.6,16.9,0.0
4195,2011-09-18,23.8,9.2,17.0,0.0
4196,2011-09-19,23.3,9.7,17.5,0.0
4197,2011-09-20,23.7,10.6,18.3,0.0
4198,2011-09-21,25.1,13.0,19.3,0.0
4199,2011-09-22,25.9,10.9,19.3,0.0
4200,2011-09-23,26.2,10.0,19.2,0.0
4201,2011-09-24,26.6,9.5,19.4,0.0
4202,2011-09-25,28.4,9.8,19.9,0.0
4203,2011-09-26,24.6,7.5,16.3,0.0
4204,2011-09-27,18.0,1.1,11.4,0.0
4205,2011-09-28,19.7,0.4,12.2,0.0
4206,2011-09-29,20.4,4.2,13.1,0.0
4207,2011-09-30,21.8,3.7,14.0,0.0
4208,2011-10-01,21.6,6.1,15.0,0.0
4209,2011-10-02,21.0,7.8,14.7,0.0
4210,2011-10-03,22.5,6.6,15.1,0.0
4211,2011-10-04,23.2,5.9,16.0,0.0
4212,2011-10-05,24.7,7.5,17.1,0.0
4213,2011-10-06,24.4,8.1,17.5,0.0
4214,2011-10-07,23.6,8.9,16.4,0.0
4215,2011-10-08,23.5,7.6,15.8,0.0
4216,2011-10-09,23.1,5.6,14.2,0.0
4217,2011-10-10,16.6,3.4,10.4,0.0
4218,2011-10-11,14.6,0.4,7.6,0.0
4219,2011-10-12,12.6,-1.3,6.0,0.0
4220,2011-10-13,15.6,-1.8,8.5,0.0
4221,2011-10-14,18.4,1.3,10.4,0.0
4222,2011-10-15,16.7,-1.0,8.3,0.0
4223,2011-10-16,17.7,-1.3,9.9,0.0
4224,2011-10-17,18.0,1.7,10.5,0.0
4225,2011-10-18,19.3,3.4,11.9,0.0
4226,2011-10-19,19.2,3.5,11.6,0.0
4227,2011-10-20,18.9,3.0,10.9,0.0
4228,2011-10-21,16.7,2.9,9.3,0.0
4229,2011-10-22,16.1,3.0,9.1,0.0
4230,2011-10-23,17.2,1.2,10.0,0.0
4231,2011-10-24,12.6,-2.9,5.8,0.0
4232,2011-10-25,11.9,-3.2,4.6,0.0
4233,2011-10-26,13.2,-3.5,6.6,0.0
4234,2011-10-27,14.6,0.6,7.5,0.0
4235,2011-10-28,16.3,0.2,8.7,0.0
4236,2011-10-29,12.2,1.0,6.7,0.0
4237,2011-10-30,7.7,-3.0,3.1,0.0
4238,2011-10-31,7.8,-5.5,1.4,0.0
4239,2011-11-01,9.0,-6.4,2.7,0.0
4240,2011-11-02,4.2,-4.9,0.4,0.0
4241,2011-11-03,8.0,-5.1,1.2,0.0
4242,2011-11-04,8.9,-5.8,2.1,0.0
4243,2011-11-05,8.2,-3.6,1.9,0.0
4244,2011-11-06,9.2,-3.6,2.7,0.0
4245,2011-11-07,10.3,-4.2,3.5,0.0
4246,2011-11-08,15.8,-2.9,6.1,0.0
4247,2011-11-09,10.8,-2.5,3.8,0.0
4248,2011-11-10,5.7,-2.8,1.3,0.0
4249,2011-11-11,6.0,-6.2,0.1,0.0
4250,2011-11-12,8.3,-6.4,1.6,0.0
4251,2011-11-13,8.0,-6.3,1.5,0.0
4252,2011-11-14,10.5,-4.8,3.0,0.0
4253,2011-11-15,10.0,-4.4,2.5,0.0
4254,2011-11-16,5.2,-4.6,-0.2,0.0
4255,2011-11-17,2.9,-10.8,-2.8,0.0
4256,2011-11-18,3.9,-11.4,-2.5,0.0
4257,2011-11-19,4.1,-5.7,-0.6,0.0
4258,2011-11-20,5.0,-4.1,0.7,0.5
4259,2011-11-21,5.2,-7.6,-1.2,0.0
4260,2011-11-22,7.2,-7.8,0.7,0.0
4261,2011-11-23,5.8,-5.2,-0.4,0.0
4262,2011-11-24,7.4,-5.3,1.5,0.0
4263,2011-11-25,4.0,-7.3,-1.5,0.0
4264,2011-11-26,6.3,-8.1,-1.1,0.0
4265,2011-11-27,5.2,-7.0,-0.1,0.0
4266,2011-11-28,6.6,-6.4,0.1,0.0
4267,2011-11-29,4.4,-7.0,-1.2,0.0
4268,2011-11-30,4.6,-8.0,-1.4,0.0
4269,2011-12-01,5.1,-8.5,-1.4,0.0
4270,2011-12-02,2.7,-5.9,-1.1,0.0
4271,2011-12-03,4.1,-7.7,-1.5,0.0
4272,2011-12-04,3.2,-9.5,-3.1,0.0
4273,2011-12-05,1.3,-9.9,-4.1,0.0
4274,2011-12-06,-1.3,-13.4,-6.9,0.0
4275,2011-12-07,-1.6,-16.0,-8.8,0.0
4276,2011-12-08,-2.3,-17.6,-9.6,0.0
4277,2011-12-09,0.3,-16.9,-8.7,0.0
4278,2011-12-10,-3.8,-16.7,-10.1,0.0
4279,2011-12-11,-2.8,-14.3,-8.9,0.0
4280,2011-12-12,-2.6,-14.9,-8.6,0.0
4281,2011-12-13,-2.2,-15.9,-8.5,0.0
4282,2011-12-14,-2.5,-15.3,-8.5,0.0
4283,2011-12-15,-1.5,-15.7,-8.8,0.0
4284,2011-12-16,-3.3,-17.1,-10.2,0.0
4285,2011-12-17,-3.8,-17.0,-10.1,0.0
4286,2011-12-18,-3.2,-17.9,-10.0,0.0
4287,2011-12-19,-3.7,-14.4,-9.2,0.0
4288,2011-12-20,-1.2,-15.2,-7.9,0.0
4289,2011-12-21,-4.6,-19.3,-11.8,0.0
4290,2011-12-22,-5.7,-20.8,-12.7,0.0
4291,2011-12-23,-5.2,-19.1,-12.5,0.0
4292,2011-12-24,-6.3,-19.9,-13.3,0.0
4293,2011-12-25,-5.4,-19.9,-11.6,0.0
4294,2011-12-26,-6.6,-19.9,-13.0,0.0
4295,2011-12-27,-5.3,-20.3,-12.2,0.0
4296,2011-12-28,-5.1,-17.9,-10.7,0.0
4297,2011-12-29,-4.8,-18.0,-11.1,0.0
4298,2011-12-30,-3.7,-14.9,-9.6,0.0
4299,2011-12-31,-4.0,-16.3,-10.0,0.0
4300,2012-01-01,-3.7,-18.7,-11.0,0.0
4301,2012-01-02,-4.2,-19.8,-12.6,0.0
4302,2012-01-03,-5.0,-19.7,-13.2,0.0
4303,2012-01-04,-5.6,-19.4,-12.0,0.0
4304,2012-01-05,-4.6,-18.1,-11.2,0.0
4305,2012-01-06,-4.7,-18.7,-11.2,0.0
4306,2012-01-07,-5.1,-19.5,-11.9,0.0
4307,2012-01-08,-4.1,-18.8,-11.4,0.0
4308,2012-01-09,-3.9,-18.8,-11.6,0.0
4309,2012-01-10,-3.7,-19.6,-12.1,0.0
4310,2012-01-11,-4.1,-19.4,-10.4,0.0
4311,2012-01-12,-4.8,-18.3,-11.5,0.0
4312,2012-01-13,-4.5,-18.6,-11.5,0.0
4313,2012-01-14,-4.8,-19.1,-12.0,0.0
4314,2012-01-15,-5.1,-19.4,-12.0,0.0
4315,2012-01-16,-3.3,-18.6,-10.4,0.0
4316,2012-01-17,-4.6,-15.3,-10.0,0.0
4317,2012-01-18,-4.4,-16.0,-9.3,0.0
4318,2012-01-19,-6.2,-16.5,-10.8,0.0
4319,2012-01-20,-6.3,-18.5,-12.6,0.0
4320,2012-01-21,-8.5,-21.6,-14.7,0.0
4321,2012-01-22,-9.5,-23.4,-16.3,0.0
4322,2012-01-23,-10.0,-24.1,-16.4,0.0
4323,2012-01-24,-8.6,-23.3,-14.5,0.0
4324,2012-01-25,-6.8,-20.6,-13.3,0.0
4325,2012-01-26,-6.0,-19.4,-11.9,0.0
4326,2012-01-27,-6.7,-18.3,-11.6,0.0
4327,2012-01-28,-7.3,-20.0,-13.2,0.0
4328,2012-01-29,-4.3,-20.7,-11.5,0.0
4329,2012-01-30,0.0,-16.8,-8.2,0.0
4330,2012-01-31,-0.3,-15.6,-6.5,0.0
4331,2012-02-01,0.7,-12.0,-6.2,0.0
4332,2012-02-02,-0.4,-12.8,-6.2,0.0
4333,2012-02-03,0.7,-12.4,-5.8,0.0
4334,2012-02-04,1.6,-13.8,-5.4,0.0
4335,2012-02-05,3.2,-10.8,-4.5,0.0
4336,2012-02-06,-0.2,-11.3,-5.7,0.0
4337,2012-02-07,-1.1,-14.8,-6.9,0.0
4338,2012-02-08,-2.4,-16.3,-9.1,0.0
4339,2012-02-09,-2.7,-19.0,-8.1,0.0
4340,2012-02-10,-0.8,-14.8,-7.1,0.0
4341,2012-02-11,0.2,-12.6,-5.3,0.0
4342,2012-02-12,0.4,-11.2,-5.6,0.0
4343,2012-02-13,0.3,-13.3,-6.3,0.0
4344,2012-02-14,-1.5,-14.4,-8.1,0.0
4345,2012-02-15,0.1,-14.3,-7.0,0.0
4346,2012-02-16,1.6,-13.8,-5.9,0.0
4347,2012-02-17,0.5,-13.4,-5.5,0.0
4348,2012-02-18,2.8,-12.5,-3.5,0.0
4349,2012-02-19,4.3,-11.8,-2.8,0.0
4350,2012-02-20,6.4,-11.7,-0.5,0.0
4351,2012-02-21,9.1,-4.3,3.6,0.0
4352,2012-02-22,6.5,-4.9,0.7,0.0
4353,2012-02-23,3.0,-7.0,-1.6,0.0
4354,2012-02-24,4.4,-8.1,-1.4,0.0
4355,2012-02-25,3.5,-9.4,-2.1,0.0
4356,2012-02-26,6.1,-9.8,-1.0,0.0
